name,country,primary_fuel,commissioning_year
Çan-1 power station,TUR,Coal,2003.0
Burshtyn power station,UKR,Coal,1979.0
Cherkasy power station,UKR,Coal,1966.0
Chernihiv power station,UKR,Coal,1968.0
Darnytska power station,UKR,Coal,1965.0
Dobrotvir power station,UKR,Coal,1962.0
Kalush power station,UKR,Coal,1968.0
Kramatorskaya power station,UKR,Coal,1974.0
Kryvorizka power station,UKR,Coal,1967.0
Kurakhov power station,UKR,Coal,1973.0
Ladyzhyn power station,UKR,Coal,1971.0
Luhanska,UKR,Coal,1965.0
Prydniprovska power station,UKR,Coal,1963.0
Sievierodonetsk CHP power station,UKR,Coal,1973.0
Slavyansk power station,UKR,Coal,1968.0
Trypilska,UKR,Coal,1970.0
Vuglegirska power station,UKR,Coal,1973.0
Zaporizhia power station,UKR,Coal,1972.0
Zmiivska power station,UKR,Coal,1965.0
Zuevskaya power station,UKR,Coal,1985.0
APC UAN,ARE,Gas,2003.0
Ajman,ARE,Gas,1980.0
Al Mirfa Power Company,ARE,Gas,1998.0
"Aweer ""H"" - Ph l",ARE,Gas,1998.0
"Aweer ""H"" - Ph lll",ARE,Gas,2008.0
ESWPC (Fuj F1),ARE,Gas,2004.0
FAPCO (Fuj F2),ARE,Gas,2011.0
Hamriyah Power Station (HPS),ARE,Gas,2006.0
"Jebel Ali ""D""",ARE,Gas,1979.0
"Jebel Ali ""E""",ARE,Gas,1989.0
"Jebel Ali ""G""",ARE,Gas,1993.0
"Jebel Ali ""K""",ARE,Gas,2002.0
"Jebel Ali ""L"" - Ph I",ARE,Gas,2005.0
"Jebel Ali ""L"" - Ph ll",ARE,Gas,2007.0
"Jebel Ali ""M""",ARE,Gas,2010.0
Khorfakkan Station (KHPS),ARE,Gas,1987.0
Layyah Power Station (LPS),ARE,Gas,1977.0
Masdar City PV plant,ARE,Solar,2013.0
New Mirfah (MIPCO),ARE,Gas,2016.0
Shams,ARE,Solar,2013.0
Sheikh Mohammed Bin Rashid Al Maktoum Solar Park Phase 1,ARE,Solar,2013.0
Shuweihat S1,ARE,Gas,2005.0
TAPCO,ARE,Gas,2005.0
Taweelah A1,ARE,Gas,2000.0
Taweelah A2,ARE,Gas,2001.0
Wasit Power Station (WPS),ARE,Gas,1998.0
zawra,ARE,Gas,1980.0
100 Brook Hill Drive Solar,USA,Solar,2016.0
1025 Traveller Solar  LLC,USA,Solar,2019.0
1047 Little Mountain Solar  LLC,USA,Solar,2019.0
12 Applegate Solar LLC,USA,Solar,2012.0
126 Grove Solar LLC,USA,Solar,2012.0
1420 Coil Av #C,USA,Solar,2011.0
145 Talmadge Solar,USA,Solar,2011.0
1515 S Caron Road,USA,Gas,2000.0
158th Fighter Wing Solar Farm,USA,Solar,2011.0
180 Raritan Solar,USA,Solar,2012.0
191 Peachtree Tower,USA,Oil,1991.0
201 Sturbridge B,USA,Solar,2014.0
205 Sturbridge A,USA,Solar,2014.0
2081 Terzian Solar Project,USA,Solar,2014.0
2097 Helton Solar Project,USA,Solar,2014.0
2127 Harris Solar Project,USA,Solar,2014.0
231 Dixon 74 Solar I  LLC,USA,Solar,2017.0
232 Long Branch 29 Solar I  LLC,USA,Solar,2018.0
24 Applegate Solar LLC,USA,Solar,2014.0
25 Ashdown Road Solar  LLC,USA,Solar,2020.0
2555 E Olympic Bl,USA,Solar,2012.0
265 Pleasant Solar NG  LLC,USA,Solar,2014.0
301 Chestnut Solar NG,USA,Solar,2017.0
350 Clark Solar  NG  LLC,USA,Solar,2011.0
4 Applegate Solar LLC,USA,Solar,2012.0
433 Purchase Solar NG  LLC,USA,Solar,2012.0
435A Bergen Avenue,USA,Solar,2019.0
45 Mile Hydroelectric Project,USA,Hydro,2015.0
46 Meadowlands Parkway,USA,Solar,2018.0
4710 Hosting,USA,Oil,2012.0
491 E 48th Street,USA,Gas,1996.1311069882504
4Oaks,USA,Solar,2015.0
500 Virginia Solar,USA,Solar,2011.0
500MW CC,USA,Gas,2006.0
510 REPP One,USA,Solar,2014.0
59th Street,USA,Gas,1969.0
651 Chase Solar NG,USA,Solar,2014.0
74th Street,USA,Oil,1968.0
77 Metro Way,USA,Solar,2018.0
85 A,USA,Wind,1985.0
85 B,USA,Wind,1985.0
99 Islands,USA,Hydro,1910.0
A B Brown,USA,Coal,1985.9940577249567
A G Wishon,USA,Hydro,1910.0
A L Pierce,USA,Gas,2007.0
A.J. Mihm Generating Station,USA,Gas,2019.0
ABC Coke,USA,Gas,1997.0
ABD Farms,USA,Solar,2018.0
ABEC #2 dba West-Star Dairy,USA,Biomass,2018.0
ABEC #3 dba Lakeview Dairy,USA,Biomass,2018.0
ABEC #4 dba CE&S Dairy,USA,Biomass,2018.0
ABEC Bidart-Old River LLC,USA,Biomass,2014.0
AC Criminal Courts Complex SPE2  LLC,USA,Solar,2013.0
AC Landfill Energy LLC,USA,Waste,2005.0
AC Power,USA,Solar,2019.0
ACB Energy Parntners LLC - MTF Cogen,USA,Gas,2011.0
ACCC Mays Landing,USA,Solar,2013.0
ACE-Stanton A PV,USA,Solar,2017.0
ACE-Stanton PV,USA,Solar,2017.0
ACM - Midtown Thermal,USA,Gas,2012.0
ACUA,USA,Storage,2018.0
ADA Carbon Solutions Red River,USA,Cogeneration,2011.0
ADS Renewable Energy-Wolf Creek LLC,USA,Waste,2011.0
AEP Bluffton NaS,USA,Storage,2009.0
AEP Churubusco NaS,USA,Storage,2009.0
AEP Jacksonville Solar Project,USA,Solar,2017.0
AEP Milton NaS,USA,Storage,2009.0
AES Alamitos LLC,USA,Gas,1962.8878923766813
AES ES GILBERT,USA,Storage,2019.0
AES Hawaii,USA,Coal,1992.0
AES Huntington Beach LLC,USA,Gas,1959.0
AES Kekaha Solar  LLC Hybrid,USA,Solar,2020.0
AES LAWAI SOLAR Hybrid,USA,Storage,2019.0
AES Petersburg,USA,Coal,1976.757750139224
AES Redondo Beach LLC,USA,Gas,1962.4302410518624
AES Warrior Run Cogeneration Facility,USA,Coal,1999.0
AES Warrior Run Energy Storage Project,USA,Storage,2016.0
AFA Solar Farm,USA,Solar,2011.0
AGA TAG Solar IV LLC,USA,Solar,2020.0
AGT000 Stevens Creek Fuel Cell,USA,Gas,2018.0
AGT001 Centerville Fuel Cell,USA,Gas,2019.0
AIS Solar Project,USA,Solar,2017.0
AL Sandersville LLC,USA,Gas,2002.0
ALDI DC 2,USA,Solar,2018.0
AM Best Farm,USA,Solar,2013.0
AMEA Peaking,USA,Gas,2004.0
AMP Napoleon Solar Facility,USA,Solar,2012.0
ANAD Solar Array,USA,Solar,2017.0
ANP Bellingham Energy Project,USA,Gas,2002.5
ANP Blackstone Energy Project,USA,Gas,2001.0
AOC  Capitol Power Plant,USA,Gas,2018.0
AP North Lake I  LP,USA,Solar,2015.0
APG Combined Heat and Power Plant,USA,Gas,2017.0
APG New Chesapeake,USA,Solar,2018.0
APG Old Bayside,USA,Solar,2018.0
APP Prune A-D,USA,Gas,2017.0
ASTI,USA,Solar,2009.0
AT&T Anaheim,USA,Gas,2016.0
AT&T Holger,USA,Gas,2016.0
ATOOD Solar III LLC,USA,Solar,2020.0
ATOOD Solar IV  LLC,USA,Solar,2020.0
ATT  Kelvin,USA,Gas,2017.0
ATT Jericho,USA,Gas,2017.0
ATT North Watney,USA,Gas,2020.0
ATT Van Nyus,USA,Gas,2017.0
ATT Ventura Blvd,USA,Gas,2019.0
AV Solar Ranch One,USA,Solar,2014.0
AVS Lancaster 1,USA,Solar,2017.0
AZ State University - Tempe Campus Solar,USA,Solar,2010.4166666666667
Abbot Solar,USA,Solar,2019.0
Abbott TP 3,USA,Hydro,1927.0
Aberdeen CT,USA,Gas,2003.918918918919
Abiquiu Dam,USA,Hydro,1993.230769230769
Acadia Energy Center,USA,Gas,2002.0
Achilles Solar,USA,Solar,2019.0
Acton Solar Landfill,USA,Solar,2014.0
Acturus Community Solar,USA,Solar,2019.0
Actus Lend Lease DMAFB,USA,Solar,2010.0
Acushnet AD Makepeace,USA,Solar,2012.0
Acushnet Ball Plant 2,USA,Storage,2019.0
Acushnet Hawes Reed Road,USA,Solar,2012.0
Acushnet- High Hill,USA,Solar,2013.0
Acushnet-Braley Road 1,USA,Solar,2013.0
Ada Cogeneration LP,USA,Gas,1990.0
Ada Dam,USA,Hydro,1984.0
Adair Wind Farm,USA,Wind,2009.0
Adams Ave MS and HS,USA,Solar,2011.5806451612905
Adams Community Solar Garden III LLC,USA,Solar,2015.0
Adams Community Solar Garden LLC,USA,Solar,2015.0
Adams Farm Solar,USA,Solar,2013.0
Adams Nielson Solar,USA,Solar,2018.0
Adams Solar,USA,Solar,2018.0
Adams Solar Center,USA,Solar,2018.0
Adams Wind,USA,Wind,2015.688917692806
Adams Wind Farm,USA,Wind,2003.420600858369
Adams Wind Generations LLC,USA,Wind,2011.0
Adelanto Solar  LLC,USA,Solar,2015.0
Adelanto Solar II  LLC,USA,Solar,2015.0
Adelanto Solar Project,USA,Solar,2012.0
Adera Solar,USA,Solar,2016.0
Adirondack Solar,USA,Solar,2018.0
Adkins Energy LLC,USA,Gas,2006.5
Adobe San Jose,USA,Gas,2010.0
Adobe Solar,USA,Solar,2014.0
Adrian,USA,Oil,2005.0
Adrian Energy Associates LLC,USA,Waste,1995.0
Advance Stores Company  Inc,USA,Solar,2014.0
Aegis CSG,USA,Solar,2019.0
Aeolus Wind Facility,USA,Wind,2004.0
Aera San Ardo Cogen Facility,USA,Gas,1989.0
Aerojet I,USA,Solar,2010.0
Aerojet II,USA,Solar,2010.0
Aerolease,USA,Solar,2018.0
Afton Generating Station,USA,Gas,2003.91637630662
Agassiz Beach LLC,USA,Wind,2001.0
Agawam Solar,USA,Solar,2012.0
Agnews Power Plant,USA,Gas,1990.0
AgriReNew,USA,Biomass,2013.0
Agrilectric Power Partners Ltd,USA,Waste,1984.0
Agrium Kenai Nitrogen Operations,USA,Gas,1977.0
Agriwind,USA,Wind,2007.0
Agua Caliente Solar Project,USA,Solar,2013.0871440897329
Agua Fria,USA,Gas,1964.571312143439
Agua Mansa Power Plant,USA,Gas,2003.0
Aguirre,USA,Oil,1975.0
Ahoskie,USA,Solar,2018.0
Aidlin Geothermal Power Plant,USA,Geothermal,1989.0
Ainsworth Wind,USA,Wind,2005.0
Air Products Port Arthur,USA,Gas,2006.0236546422232
Airport 1 Solar (DIA),USA,Solar,2010.0
Airport Industrial,USA,Oil,2002.0
Airport Solar,USA,Solar,2020.0
Ajax Solar,USA,Solar,2017.0
Ajax Solar  LLC (MA),USA,Solar,2018.0
Akron Recycle Energy Plant,USA,Gas,1979.0
Akron WRF,USA,Biomass,2014.0
Al Turi,USA,Waste,2006.6666666666663
Alabama Pine Pulp,USA,Biomass,1991.0
Alabama River Pulp,USA,Biomass,1978.0
Alameda,USA,Gas,1986.0
Alamo,USA,Hydro,1986.0
Alamo 6,USA,Solar,2017.0
Alamo Solar,USA,Solar,2015.0
Alamogordo Solar Energy Center,USA,Solar,2011.0
Alamosa,USA,Gas,1975.0
Albany Green Energy,USA,Waste,2017.0
Albany Medical Ctr Cogen Plant,USA,Gas,2013.0
Albany Solar,USA,Solar,2017.0
Albemarle Hospital Unit,USA,Oil,2006.0
Albemarle Prime Power Park,USA,Oil,2006.0
Albemarle Solar Center LLC,USA,Solar,2015.0
Albeni Falls,USA,Hydro,1955.0
Albert Einstein College of Medicine,USA,Oil,2005.5930232558144
Albertson Solar LLC,USA,Solar,2015.0
Albertville,USA,Oil,2000.0
Albuquerque Solar Energy Center,USA,Solar,2011.0
Alcona,USA,Hydro,1924.0
Alcova,USA,Hydro,1955.0
Alden Bailey Power Plant,USA,Gas,2002.0
Alder,USA,Hydro,1946.5
Alethea I,USA,Solar,2011.0
Alexander,USA,Hydro,1925.0
Alexander Wind Farm LLC,USA,Wind,2016.0
Alexandria,USA,Oil,1964.5217391304348
Algodones,USA,Gas,1955.6666666666667
Algona,USA,Oil,1982.3229813664595
Algonquin Power Sanger LLC,USA,Gas,2008.8130081300808
Algonquin SKIC 10 Solar  LLC,USA,Solar,2017.0
Algonquin SKIC20 Solar LLC,USA,Solar,2015.0
Algonquin Windsor Locks,USA,Gas,1994.647887323944
Alice Falls Hydro Project,USA,Hydro,1991.0
Allatoona,USA,Hydro,1950.0
Allegan Dam,USA,Hydro,1939.615384615385
Allegany Cogen,USA,Gas,1994.0
Allegheny Energy Units 3 4 & 5,USA,Gas,2003.0
Allegheny Hydro No 8,USA,Hydro,1991.0
Allegheny Hydro No 9,USA,Hydro,1991.0
Allegheny No 6 Hydro Station,USA,Hydro,1988.0
Allegheny No. 5 Hydro Station,USA,Hydro,1988.0
Allegheny Ridge Wind Farm,USA,Wind,2007.0
Allen,USA,Gas,2001.8481888709032
Allen S King,USA,Coal,1958.0
Allendale Biomass,USA,Waste,2013.0
Allendorf,USA,Wind,2000.6315789473683
Allens Falls,USA,Hydro,1927.0
Allenwood,USA,Waste,2012.0
Allergan,USA,Storage,2019.0
Alliance Refinery,USA,Gas,1985.68
Alliant Energy Neenah,USA,Gas,2000.0
Alliant SBD 8501 Aegon LI,USA,Oil,1985.709677419355
Alliant SBD 8601 Quad Graphics,USA,Oil,1990.4444444444448
Alliant SBD 8602 Marion Sub,USA,Oil,1986.0
Alliant SBD 9106 Rockwell CR,USA,Oil,1992.0000000000005
Alliant SBD 9107 JBS USA,USA,Oil,1994.9473684210527
Alliant SBD 9201 Norplex,USA,Oil,2000.9047619047617
Alliant SBD 9203 Profol,USA,Oil,2003.321428571429
Alliant SBD 9205 A Y McDonald,USA,Oil,1994.861111111111
Alliant SBD 9206 Donaldson,USA,Oil,1995.0
Alliant SBD 9301 Prairie Farms,USA,Oil,1999.0285714285712
Alliant SBD 9302 Aegon NP,USA,Oil,1995.0
Alliant SBD 9403 Aegon DC,USA,Oil,2002.6829268292684
Alliant SBD 9502 Eaton,USA,Oil,1997.3333333333333
Alliant SBD 9901 Wells Fargo,USA,Oil,2001.0
Alliant SBD0201 Ingredion,USA,Oil,2003.0
Alliant SBG 9802 Toyota,USA,Gas,1999.0
Allied Beverages Elizabeth,USA,Solar,2018.0
Allison Creek Hydro,USA,Hydro,2016.0
Almond Power Plant,USA,Gas,2008.456375838926
Aloha Solar Energy Fund 1 PK1,USA,Solar,2017.0
Alpaca,USA,Gas,2017.0
Alpaugh 50,USA,Solar,2013.0
Alpaugh North,USA,Solar,2013.0
Alpena Cement Plant,USA,Petcoke,1974.6991525423728
Alpha Ridge LFG,USA,Waste,2012.0
Alpha Value Solar,USA,Solar,2020.0
Alpine Power Plant,USA,Gas,2016.0
Alpine Solar,USA,Solar,2013.0
Alsey,USA,Gas,2003.9942196531792
Alta Luna,USA,Solar,2017.0
Alta Municipal Utilities,USA,Oil,2003.8
Alta Powerhouse,USA,Hydro,1902.0
Alta Wind Energy Center I,USA,Wind,2011.0
Alta Wind Energy Center II,USA,Wind,2011.0
Alta Wind Energy Center III,USA,Wind,2011.0
Alta Wind Energy Center IV,USA,Wind,2011.0
Alta Wind Energy Center V,USA,Wind,2011.0
Alta Wind VIII,USA,Wind,2012.0
Alta Wind X,USA,Wind,2014.0
Alta Wind XI,USA,Wind,2014.0
AltaGas Ripon Energy Inc.,USA,Gas,1988.0
Altair Community Solar Garden,USA,Solar,2019.0
Altamont,USA,Oil,2003.0
Altamont Gas Recovery,USA,Waste,1989.0
Altamonte Mall,USA,Solar,2016.0
Altavista Power Station,USA,Waste,1992.0
Altech III,USA,Wind,1985.8645418326691
Alticor Inc - Solar Project,USA,Solar,2018.0
Amalgamated Sugar LLC Nampa,USA,Gas,1962.6341463414635
Amalgamated Sugar Twin Falls,USA,Coal,1976.352941176471
Amana Society Service Company,USA,Oil,2001.0
Amazon,USA,Solar,2012.0
Amazon - Patterson PV,USA,Solar,2017.0
Amazon Denver DEN3,USA,Solar,2019.0
Amazon Maryland DCA1,USA,Solar,2019.0
Amazon San Bernardino,USA,Gas,2014.0
Amazon_BLD3,USA,Solar,2019.0
Amazon_DEN2,USA,Solar,2019.0
Ambler,USA,Oil,1994.090909090909
Amedee Geothermal Venture I,USA,Geothermal,1988.0
Amelia,USA,Waste,2000.9999999999968
Ameresco Butte County,USA,Waste,2013.0
Ameresco Chicopee Energy,USA,Waste,2005.6153846153843
Ameresco Chiquita Canyon,USA,Waste,2010.0
Ameresco Dallas LLC,USA,Waste,2011.0
Ameresco Delaware Central,USA,Waste,2009.8
Ameresco Delaware South,USA,Waste,2007.6
Ameresco Forward,USA,Waste,2014.0
Ameresco Janesville,USA,Waste,2004.0
Ameresco Jefferson City,USA,Waste,2009.0
Ameresco Johnson Canyon,USA,Waste,2013.0
Ameresco Keller Canyon,USA,Waste,2009.0
Ameresco Ox Mountain,USA,Waste,2009.0
Ameresco San Joaquin,USA,Waste,2014.0
Ameresco Santa Cruz Energy,USA,Waste,2006.0
Ameresco Stafford,USA,Waste,2009.0
Ameresco Vasco Road,USA,Waste,2014.0
American Canyon Solar,USA,Solar,2019.0
American Crystal Sugar Crookston,USA,Coal,1963.692307692308
American Crystal Sugar Drayton,USA,Coal,1965.0
American Crystal Sugar East Grand Forks,USA,Coal,1990.0
American Crystal Sugar Hillsboro,USA,Coal,1990.0
American Crystal Sugar Moorhead,USA,Coal,1953.2
American Falls,USA,Hydro,1978.0
American Falls Solar,USA,Solar,2017.0
American Falls Solar II,USA,Solar,2017.0
American Gypsum Cogeneration,USA,Gas,1990.0
American Legion PV 1,USA,Solar,2018.0
Ames Electric Services Power Plant,USA,Gas,1977.1746323529408
Ames GT,USA,Oil,1996.0686149936469
Ames Hydro,USA,Hydro,1906.0
Amethyst Solar,USA,Solar,2016.0
Amherst College Co Gen,USA,Gas,2006.0
Amistad Dam & Power,USA,Hydro,1983.0
Amoskeag,USA,Hydro,1922.75
Ampersand Chowchilla Biomass LLC,USA,Waste,2008.0
Amphitheater High School Solar,USA,Solar,2017.0
Amsterdam North,USA,Solar,2018.0
Amsterdam South,USA,Solar,2018.0
Anacacho Wind Farm  LLC,USA,Wind,2013.0
Anadarko,USA,Oil,1969.692307692308
Anadarko Plant,USA,Gas,1982.2342493924093
Anaheim Solar Energy Plant,USA,Solar,2014.0
Anchor Wind  LLC,USA,Wind,2012.0
Anchorage 1,USA,Gas,1994.9974326059048
Anclote,USA,Gas,1976.0
Anderson,USA,Gas,1998.1102548903384
Anderson Erickson,USA,Oil,2000.0
Anderson Farm LLC,USA,Solar,2014.0
Anderson Power Products Division,USA,Oil,1987.0
Anderson Ranch,USA,Hydro,1951.0
Anderson Regional Landfill,USA,Waste,2008.0
Anderson Wind I,USA,Wind,2015.0
Anderson Wind II,USA,Wind,2015.0
Andrew Solar,USA,Solar,2016.0
Andromeda Community Solar,USA,Solar,2017.0
Androscoggin 3,USA,Hydro,1928.0
Androscoggin Energy Center,USA,Gas,1999.3333333333333
Androscoggin Mill,USA,Biomass,1968.375
Angel Solar,USA,Solar,2016.0
Angels,USA,Hydro,1940.0
Angier Farm,USA,Solar,2014.0
Angoon,USA,Oil,1999.0
Angus Anson,USA,Gas,1998.508996795662
Anheuser-Busch #2,USA,Wind,2014.0
Anheuser-Busch Baldwinsville,USA,Solar,2018.0
Anheuser-Busch Jacksonville,USA,Gas,1987.0
Anheuser-Busch St Louis,USA,Gas,1946.1647509578545
Aniak,USA,Oil,2001.058823529412
Animas,USA,Gas,1993.287234042553
Anita,USA,Oil,1992.793103448276
Annandale Solar,USA,Solar,2017.0
Annapolis Solar Park  LLC,USA,Solar,2018.0
Anne Arundel County Public Schools,USA,Solar,2017.0
Annex Creek,USA,Hydro,1916.0
Anoka BESS,USA,Storage,2019.0
Anoka County MN CONX,USA,Solar,2018.0
Ansley,USA,Gas,1973.2
Anson Abenaki Hydros,USA,Hydro,1980.9379310344816
Anson County Generation Facility,USA,Gas,2007.0
Antanavica Solar,USA,Solar,2018.0
Antares Community Solar,USA,Solar,2018.0
Antares-GRE 314 East Lyme LLC,USA,Solar,2014.0
Antelope Big Sky Ranch,USA,Solar,2016.0
Antelope DSR 1,USA,Solar,2017.0
Antelope DSR 2,USA,Solar,2017.0
Antelope DSR 3,USA,Solar,2019.0
Antelope Expansion 2,USA,Solar,2019.0
Antelope Station,USA,Gas,2010.999999999999
Antelope Valley,USA,Coal,1985.0
Anthony,USA,Gas,1976.324324324324
Anthony Wayne Solar #1,USA,Solar,2014.0
Antlia Community Solar,USA,Solar,2017.0
Antrim Wind,USA,Wind,2020.0
Apache Solar 1,USA,Solar,2017.0
Apache Station,USA,Gas,1978.2824277281668
Apalachia,USA,Hydro,1943.0
Apex Generating Station,USA,Gas,2003.0
Apex Solar PV Power Project,USA,Solar,2012.0
Apple Blossom Wind Farm,USA,Wind,2017.0
Apple Campus 2 Fuel Cell,USA,Waste,2017.0
Apple Campus 2 PV,USA,Solar,2017.0
Apple Data Center - Fuel Cell 1&2,USA,Waste,2012.5238095238096
Apple Data Center - PV2,USA,Solar,2013.0
Apple Data Center PV,USA,Solar,2013.0
Apple Data Center PV3,USA,Solar,2016.0
Apple One,USA,Solar,2015.0
Apple River,USA,Hydro,1901.0
Appleton,USA,Hydro,1950.9090909090908
Aqua Ingrams Mill,USA,Solar,2010.0
Aquarius Community Solar,USA,Solar,2019.0
Aquila Community Solar,USA,Solar,2019.0
Aragonne Wind LLC,USA,Wind,2007.0
Arapahoe 3 Community Solar Array,USA,Solar,2017.0
Arapahoe Combustion Turbine Project,USA,Gas,2000.5340206185565
Ararat Rock Solar  LLC,USA,Solar,2012.0
Arba Solar  LLC,USA,Solar,2014.0
Arbor Hill Wind Farm,USA,Wind,2019.0
Arborgate Solar,USA,Solar,2019.0
Arbuckle Mountain Wind Farm LLC,USA,Wind,2015.0
Arcadia Electric,USA,Oil,1985.4911242603555
Arcadia Solar,USA,Solar,2019.0
Arcanum,USA,Oil,1948.9166666666663
Arcanum Peaking,USA,Oil,1999.0
ArcelorMittal Burns Harbor,USA,Gas,1969.3518728717368
ArcelorMittal Indiana Harbor West,USA,Gas,1972.9473684210527
ArcelorMittal Warren,USA,Gas,1959.6097560975609
Arcelormittal Cleveland Inc,USA,Gas,1976.4179104477607
Archbald Power Station,USA,Gas,1998.644779332616
Archdiocese of Baltimore J,USA,Solar,2016.0
Archdiocese of Baltimore L,USA,Solar,2016.0
Archer Daniels Midland Cedar Rapids,USA,Coal,1996.5139171758317
Archer Daniels Midland Clinton,USA,Coal,2009.0
Archer Daniels Midland Columbus,USA,Coal,2010.0
Archer Daniels Midland Decatur,USA,Coal,1995.620895522388
Archer Daniels Midland Des Moines,USA,Coal,1988.0
Archer Daniels Midland Lincoln,USA,Coal,1988.0
Archer Daniels Midland Mankato,USA,Coal,1987.0
Archer Daniels Midland Peoria,USA,Gas,1988.0
Archer Daniels Midland Southport,USA,Gas,1992.9714285714283
Argo Navis Community Solar,USA,Solar,2018.0
Argonne National Laboratory CHP,USA,Gas,2016.0
Argus Cogen Plant,USA,Coal,1974.4
Argyle,USA,Oil,2000.7391304347825
Aries Community Solar,USA,Solar,2017.0
Arizona State University CHP,USA,Gas,2012.005847953216
Arizona Western College PV,USA,Solar,2011.8510638297869
Arkalon Ethanol LLC,USA,Gas,2009.0
Arkansas Nuclear One,USA,Nuclear,1977.5542005420052
Arkwright Summit Wind Farm LLC,USA,Wind,2018.0
Arlington Outlet Hydroelectric Generator,USA,Hydro,2015.0
Arlington Valley Energy Facility,USA,Gas,2002.0
Arlington Valley Solar Energy II,USA,Solar,2013.0
Arlington Wind Power Project,USA,Wind,2009.0
Armadillo Flats Wind Project  LLC,USA,Wind,2019.0
Armenia Mountain Wind Farm,USA,Wind,2010.0
Armstrong,USA,Gas,2002.0
Armstrong Solar,USA,Solar,2018.0
Arndt Farm,USA,Solar,2012.0
Arnold,USA,Oil,1950.8181818181815
Arpin Dam,USA,Hydro,1971.2857142857144
Arrache 4006,USA,Solar,2013.0
Arrache 4013,USA,Solar,2013.0
Arrache 8083,USA,Solar,2013.0
Arrowrock Hydroelectric Project,USA,Hydro,2010.0
Arsenal Hill,USA,Gas,1960.0
Arthur Kill Generating Station,USA,Gas,1965.2010050251256
Arthur Solar  LLC,USA,Solar,2018.0
Arthur Von Rosenberg,USA,Gas,2000.0
Arvada,USA,Gas,2002.0
Arvah B Hopkins,USA,Gas,1996.4288552651687
Arzon Solar UASTP Solar Power Station,USA,Solar,2011.0
Asbury,USA,Coal,1970.0
Ascend Performance Materials Texas Inc.,USA,Gas,1999.193857965451
Ascutney,USA,Oil,1961.0
Ashburnham Energy Storage Project,USA,Storage,2019.0
Ashby Duffy CSG Solar Farm,USA,Solar,2018.0
Ashby Solar  LLC CSG,USA,Solar,2018.0
Ashdown,USA,Biomass,1984.5303514377
Asheville,USA,Gas,1993.128547431704
Ashland,USA,Oil,1983.196428571428
Ashley Solar Farm,USA,Solar,2015.0
Ashokan,USA,Hydro,1982.0
Ashtabula,USA,Gas,2001.0000000000005
Ashtabula Wind Energy Center,USA,Wind,2008.0
Ashtabula Wind II LLC,USA,Wind,2009.0
Ashtabula Wind III LLC,USA,Wind,2011.0
Ashton,USA,Hydro,1921.7761194029847
Aspen Solar  LLC,USA,Solar,2015.0
Aspiration G,USA,Solar,2017.0
Astoria Energy,USA,Gas,2006.0
Astoria Energy II,USA,Gas,2011.0
Astoria Gas Turbines,USA,Gas,1970.0000000000005
Astoria Generating Station,USA,Gas,1959.866914498141
Astra Wind Farm,USA,Wind,2017.0
Athens - Coopers Corner BESS,USA,Storage,2019.0
Athens BESS,USA,Storage,2019.0
Athens Energy,USA,Waste,2016.0
Athens Generating Plant,USA,Gas,2003.7787328094305
Athens MN CONX,USA,Solar,2019.0
Athens Regional Medical Center,USA,Oil,2003.217391304348
Atkinson Farm Solar,USA,Solar,2016.0
Atkinson Solar II,USA,Solar,2018.0
Atlanta Falcons Solar,USA,Solar,2015.9
Atlanta Gift Mart LP,USA,Oil,1991.0
Atlantic,USA,Gas,1999.0
Atlantic City Convention Center,USA,Solar,2009.0
Atlantic Coast Freezers Solar Facility,USA,Solar,2012.0
Atood II,USA,Solar,2019.0
Attala,USA,Gas,2001.0
Atwater Solar,USA,Solar,2017.0
Atwell Island,USA,Solar,2013.0
Atwell Island West Solar,USA,Solar,2015.0
Auburn,USA,Gas,1980.1550802139045
Auburn LFG Energy Facility,USA,Waste,2010.0
Auburn State Street,USA,Gas,2000.0
Audrain Generating Station,USA,Gas,2001.0000000000005
Audrey Solar,USA,Solar,2016.0
Auglaize Hydro,USA,Hydro,1996.111111111111
August Wind Farm,USA,Wind,2017.0
Augusta Electric Plant No 1,USA,Gas,1965.3739130434783
Augusta Electric Plant No 2,USA,Gas,1983.7439613526567
Augusta Solar Farm,USA,Solar,2016.0
Augustus Farm  LLC,USA,Solar,2016.0
Auke Bay,USA,Oil,1993.8093922651933
Aulander Holloman Solar  LLC,USA,Solar,2019.0
Aulander Hwy 42 Solar  LLC,USA,Solar,2017.0
Auriga Community Solar,USA,Solar,2019.0
Aurora,USA,Gas,2001.166451850488
Aurora County Wind,USA,Wind,2018.0
Aurora Energy LLC Chena,USA,Coal,1968.7272727272727
Austin,USA,Hydro,1940.0
Austin Gas Recovery,USA,Waste,2007.0
Auten Road Farm  LLC,USA,Solar,2018.0
Autumn Hills Generating Facility,USA,Waste,2009.0
Autumn Hills LLC,USA,Wind,2001.0
Auwahi Wind Energy Hybrid,USA,Wind,2013.0
Avalon Hydropower,USA,Hydro,1998.0
Avalon Solar,USA,Solar,2015.0
Avalon Solar II,USA,Solar,2016.0
Avenal Park,USA,Solar,2011.0
Avenue A Generator Sets,USA,Oil,2000.0
Avon Lake,USA,Coal,1969.9098441230165
Avon Park,USA,Oil,1969.0
Avra Valley Solar,USA,Solar,2013.0
Axiall Natrium Plant,USA,Gas,1961.8051948051948
